Actual_DO,Predicted_DO
3.8,3.779556785714295
1.9,3.24935
10.9,7.438618929743716
5.1,4.804325701324876
9.1,5.710032997127354
3.75,7.461168888888885
8.4,3.768467893217892
4.1,4.12993363095238
3.7,3.803098809523811
10.3,8.911761858628989
3.1,3.8134125000000045
3.2,4.54944999999999
3.8,5.189083333333331
7.15,7.5033639922577455
7.4,7.913433333333358
10.5,9.332359990810941
9.4,8.933600262562788
10.2,8.834790235196504
3.4,5.340667063492054
8.65,8.060246569264073
4.1,3.7408825406619504
4.23,3.636110000000001
3.4,4.236599999999988
3.2,3.46895
1.62,5.307366666666672
8.75,4.85229044011544
10.2,9.005199999999979
11.9,6.743432353549228
7.7,10.144361671535808
3.95,8.986561482267737
9.3,9.399640188743916
4.4,4.680772619047629
4.7,4.0233833333333315
4.6,4.532616904761908
3.7,7.865474999999986
3.3,2.4333999999999945
8.7,9.38168769126591
3.8,7.938468452380965
8.6,9.332359990810941
4.2,3.466750000000005
8.6,3.922502083333335
8.6,9.810803337909961
10.45,8.986561482267737
15.65,9.973049999999978
10.3,9.38168769126591
9.6,10.144361671535808
11.7,9.478660854193421
8.7,4.087466111111117
3.8,3.728024999999998
12.45,8.253938666888661
2.9,8.217799999999997
9.4,5.560379301075261
3.7,7.941763347255814
3.5,3.54474742063492
8.4,9.332359990810941
4.0,2.8446842857142833
9.1,6.5365061204123585
4.43,13.084399999999974
11.05,9.810803337909961
4.1,4.520052678571433
3.4,4.277803769841269
8.8,4.804325701324876
3.3,5.003537003968258
4.3,4.191778192640684
16.4,12.46429999999998
3.3,3.552950000000001
9.6,7.941763347255814
3.04,3.4020340548340577
6.446383749,6.446383749000005
3.7,3.7780966666666678
0.8,3.0561431499056506
6.446383749,6.446383749000005
4.15,6.741484458943839
9.2,9.14852270741439
6.446383749,6.446383749000005
9.8,9.935974137068875
2.1,5.322127380952372
3.3,3.138750000000004
8.74,9.711361366193504
4.37,4.193937500000012
3.75,7.0903900793650765
3.3,3.992507142857152
4.9,4.027747619047632
8.15,8.120288511904779
10.4,6.399699999999985
1.3,6.174029900793653
3.6,4.428799999999989
10.8,7.941763347255814
3.85,4.164079385168066
7.4,9.38168769126591
8.2,9.013547744189527
4.5,4.780514765512266
3.8,8.043206666666661
3.2,3.4895833333333313
9.2,9.38168769126591
4.0,4.564780871212122
8.5,9.38168769126591
8.55,4.079726935985476
3.5,4.1225095238095175
3.65,8.528607067279344
12.05,9.14852270741439
3.2,4.220893452380954
10.5,9.38168769126591
3.63,3.4104183333333298
11.6,10.133588364261739
8.3,8.1856814484127
8.6,9.332359990810941
10.9,5.572188690476191
6.5,9.14852270741439
11.2,9.478660854193421
4.6,9.032282738095237
3.6,3.451866666666669
10.4,9.478660854193421
10.1,10.684559523809519
3.5,3.2269865079365148
4.1,9.64147091630592
8.8,7.941763347255814
16.8,9.006148829030069
3.6,4.577546401839474
8.82,4.564780871212122
11.9,10.327339290831334
1.5,1.7970499999999954
1.53,7.737873333333317
4.9,7.820270218392722
11.25,8.73873779610102
6.446383749,6.446383749000005
8.9,9.38168769126591
11.8,9.38168769126591
8.6,8.76523356631409
3.5,4.665226659960698
8.8,9.006148829030069
1.5,7.941763347255814
11.1,9.38168769126591
3.4,8.986561482267737
4.36,7.77383908272285
3.4,3.538720202020203
4.0,6.291563343513732
3.2,7.8449624999999905
10.9,9.006148829030069
3.7,4.015993314712247
3.2,3.8183450000000025
3.8,5.003537003968258
2.12,2.8118499999999993
10.8,9.935974137068875
3.5,3.9777301948051944
3.5,3.7366220238095185
4.25,3.799920833333326
3.8,3.207475000000001
10.35,9.332359990810941
3.63,7.575553090332871
1.4,4.564780871212122
3.9,4.232414024170275
8.6,9.935974137068875
1.7,3.100113888888893
7.8,5.398144841269839
10.8,7.941763347255814
11.8,9.95797942460317
3.55,3.4235214285714313
3.85,7.203741755584246
3.9,3.7708999999999993
13.8,10.144361671535808
9.7,7.877276244588741
8.55,9.794517570805413
8.7,5.088844769119772
2.1,3.830483928571431
1.4,3.9829749999999997
11.3,5.972440476190478
9.4,9.091127777777801
7.07,5.444004999999993
7.4,8.528607067279344
10.9,10.144361671535808
9.1,8.677899156725632
3.72,3.945904166666659
2.7,3.8605150228937726
3.15,9.810803337909961
1.8,6.291563343513732
10.4,8.933600262562788
12.3,9.848318320555437
1.6,9.006148829030069
1.5,9.913577663655792
11.4,5.301664742063492
3.8,3.7188499999999958
10.4,9.935974137068875
3.3,4.260691666666661
8.4,9.794517570805413
2.4,3.667058333333335
1.9,4.68691666666666
9.4,9.006148829030069
3.7,3.1075500000000034
13.4,9.698948117903457
10.8,6.966944047619038
11.2,7.6385190476190665
10.3,10.629131911845587
10.05,8.661283147408147
10.4,9.006148829030069
3.5,3.8440428571428655
3.6,4.55095833333334
3.85,3.143442857142857
3.9,4.53347817460318
3.6,3.733657301587296
8.35,9.698948117903457
8.5,9.935974137068875
4.6,4.265837500000004
4.6,3.1009499999999988
10.95,9.399640188743916
8.9,9.492867135642136
8.5,5.009305059523818
9.6,10.133588364261739
3.7,8.913541666666669
7.4,9.006148829030069
3.3,1.4219833333333312
8.8,9.212126000331672
11.6,7.732513455988435
3.9,3.0407999999999977
10.2,9.14852270741439
3.3,6.640814285714284
3.3,3.997099999999997
2.43,4.333199999999997
6.446383749,6.446383749000005
3.3,6.726049999999994
11.9,7.666102619047612
8.3,8.73873779610102
10.1,4.804325701324876
4.03,3.741779166666662
7.3,10.072778393304858
80.8,7.941763347255814
1.2,2.9632500000000004
9.8,6.902250000000005
3.7,3.922187603368853
5.6,9.521750000000004
8.7,6.291563343513732
4.3,3.8184285596348104
6.446383749,6.446383749000005
10.9,7.498356616300368
3.3,4.1023892246642255
8.45,3.540839054834054
9.6,4.564780871212122
3.8,9.492867135642136
11.8,12.079943749999993
8.6,8.933600262562788
1.2,6.291563343513732
4.9,4.13365873015874
3.2,5.388499999999996
2.5,8.933600262562788
10.5,10.144361671535808
10.2,7.15349166666668
8.4,9.216362992701743
3.4,3.1009499999999988
9.6,9.38168769126591
8.4,9.935974137068875
8.4,4.923259761904765
4.0,4.03801877263818
7.1,9.38168769126591
3.8,2.752383333333334
9.75,10.670666666666694
9.05,7.225093055555557
9.3,3.8006250355200337
3.01,6.589446130952391
3.2,4.321987500000004
4.2,3.7366220238095185
3.47,7.569550422608436
2.4,3.6475238095238076
10.2,10.133588364261739
7.5,6.5365061204123585
9.2,9.006148829030069
8.7,8.933600262562788
10.8,9.013547744189527
3.7,8.295483333333323
3.9,3.2295367063492035
1.8,10.664050000000008
9.0,8.677899156725632
3.9,3.516501190476194
9.0,9.14852270741439
6.1,6.076799999999997
4.3,5.93235000000001
14.4,4.9663973709600775
11.15,6.05505
3.1,2.8877380952380904
9.2,6.444833333333332
6.446383749,6.446383749000005
3.7,3.2269865079365148
6.446383749,6.446383749000005
4.0,7.75877928571429
8.95,9.794517570805413
3.7,3.217500000000001
8.9,6.932783333333334
2.0,3.6867499999999995
6.446383749,6.446383749000005
3.3,9.808703869047621
3.48,3.6196988095238067
12.7,10.144361671535808
9.9,9.06475
4.3,2.6413928571428578
11.1,9.38168769126591
3.4,5.202339880952382
10.7,6.520955537518035
11.7,5.906649999999997
8.2,9.095660348582527
10.3,9.416052878841318
6.446383749,6.446383749000005
10.3,6.021487499999999
2.06,3.3943249999999923
3.9,3.6290841353091343
15.2,8.933600262562788
10.0,8.397549309718059
4.5,4.03801877263818
3.6,3.5009083333333293
4.5,3.172250000000011
9.55,7.820270218392722
1.2,3.50035
3.2,2.8668630772005774
9.3,10.144361671535808
9.0,9.38168769126591
3.7,3.833466666666674
4.5,6.174029900793653
3.5,7.895599999999995
4.75,3.1913666666666693
8.7,5.867500000000008
10.75,8.514233868215118
14.2,10.144361671535808
3.4,4.469160290404043
8.7,7.941763347255814
4.7,3.768467893217892
11.8,9.14852270741439
3.2,5.432652380952378
9.9,9.810803337909961
9.2,9.212126000331672
4.2,4.232414024170275
4.4,7.877276244588741
5.25,9.64147091630592
8.5,3.891733333333328
3.8,5.301664742063492
3.9,3.963804166666667
9.6,9.006148829030069
3.4,3.310576190476188
3.6,4.499291693484998
5.05,7.914609577922075
3.3,3.7306488095238075
2.0,6.399699999999985
8.5,9.38168769126591
1.7,4.518582142857143
7.2,9.38168769126591
11.8,9.478660854193421
3.75,3.6290841353091343
3.9,3.4110047619047594
2.4,4.091197023809525
3.4,10.325824486624478
9.75,4.193937500000012
4.7,7.820270218392722
10.9,7.848187740592744
10.8,7.941763347255814
1.4,3.824363798701297
9.45,8.834790235196504
11.1,9.38168769126591
10.6,10.144361671535808
14.6,5.301664742063492
9.3,8.514233868215118
4.1,3.5446896567892865
10.6,10.133588364261739
2.1,5.972440476190478
4.1,3.427676345598847
1.2,9.38168769126591
10.3,8.911761858628989
8.05,9.172908571428565
6.446383749,6.446383749000005
9.6,8.397549309718059
3.4,3.768148333333342
3.42,3.6892966666666656
8.55,3.8550999999999878
9.17,7.60058363095238
11.6,7.203741755584246
3.35,6.743432353549228
2.25,3.799920833333326
11.2,8.677899156725632
3.56,3.4235214285714313
3.6,3.655894581398995
3.8,3.6838922619047616
0.8,4.027747619047632
3.5,4.23321388888889
3.1,8.283568392857138
3.4,3.833466666666674
3.3,3.922187603368853
8.3,10.133588364261739
3.8,2.6452666666666658
2.6,7.754807142857149
11.2,7.941763347255814
8.7,9.935974137068875
3.9,4.079726935985476
2.5,4.044711904761905
3.4,3.291296428571432
3.6,3.175056547619048
7.0,9.399640188743916
4.6,3.8169000000000004
3.7,3.5472916666666636
4.3,3.8447916666666657
11.3,10.629131911845587
3.55,4.306640224358969
12.5,8.933600262562788
4.2,3.272147976190476
9.3,8.677899156725632
2.8,3.433741666666669
8.5,8.933600262562788
4.1,3.946590476190476
3.8,3.427676345598847
1.9,3.474500000000004
8.4,7.203741755584246
11.7,9.478660854193421
3.81,4.03801877263818
4.1,3.9700999999999933
11.13,8.770869800338556
11.5,4.155155119047626
3.91,4.473549999999998
11.8,9.478660854193421
9.3,9.935974137068875
3.3,4.855373159212005
3.3,4.495754166666676
4.3,3.031080375180374
4.05,6.368451590909093
9.8,4.579965731143857
4.35,4.700487795537794
1.2,9.240499999999995
5.6,10.345911750730842
8.82,9.478660854193421
4.0,4.272167857142863
11.0,8.933600262562788
10.4,9.212126000331672
4.8,3.592416666666674
3.3,4.090263888888883
11.4,8.834790235196504
6.446383749,6.446383749000005
8.8,5.5959208333333335
9.23,3.2528333333333337
10.6,8.817207536341904
8.3,8.05350000000002
11.7,8.677899156725632
11.2,10.144361671535808
8.9,9.013547744189527
3.6,3.726500000000003
6.446383749,5.203738736930006
11.4,10.144361671535808
3.4,4.015993314712247
3.4,2.752383333333334
3.5,4.087795535714288
9.3,9.899102650751109
3.4,5.292925000000004
3.95,4.469160290404043
10.8,8.70520150908416
3.6,3.6025954545454546
8.9,8.73873779610102
8.5,8.73873779610102
10.9,9.899102650751109
9.8,4.952200000000003
1.1,3.4512095238095255
4.2,4.052856726190469
11.3,9.006148829030069
8.3,7.224333333333316
4.1,4.353495238095228
3.65,4.914069027777788
9.6,8.834790235196504
10.1,9.38168769126591
10.71,3.1584999999999983
8.9,8.233443982671824
3.03,3.734449999999993
11.4,9.38168769126591
8.8,6.291563343513732
8.65,8.661283147408147
9.5,9.095660348582527
10.6,9.14852270741439
9.6,4.804325701324876
10.8,8.817207536341904
9.1,7.203741755584246
8.9,6.291563343513732
1.8,6.40481666666666
1.9,7.941763347255814
3.54,3.768148333333342
3.2,3.3969666666666685
3.6,1.8088250000000008
4.7,4.160232738095249
8.6,8.933600262562788
6.446383749,6.446383749000005
9.26,9.478660854193421
3.4,3.6709546121933623
8.4,4.066199999999996
9.7,9.38168769126591
7.8,7.856397503131884
7.0,6.291563343513732
9.1,4.369597619047622
9.0,6.299533333333336
3.6,3.640961111111111
4.7,8.661283147408147
9.7,9.711361366193504
9.1,7.454166666666684
8.51,3.1690185714285666
8.4,10.144361671535808
3.0,5.913183333333331
1.4,1.1152232142857148
3.8,5.972440476190478
11.2,9.794517570805413
8.4,9.478660854193421
8.3,8.76523356631409
10.4,9.478660854193421
10.2,9.38168769126591
8.8,4.38887142857143
0.7,6.743432353549228
3.9,4.0585619047619055
6.446383749,6.446383749000005
3.6,3.031080375180374
11.6,9.810803337909961
4.7,3.056127380952379
11.1,8.817207536341904
3.4,6.291563343513732
3.4,6.176496527777777
5.24,4.022283024939997
3.8,5.867500000000008
10.5,5.009305059523818
7.9,10.144361671535808
11.8,9.478660854193421
4.4,3.9693789682539697
11.2,7.941763347255814
17.2,8.283568392857138
4.45,3.984554166666661
11.5,10.133588364261739
4.1,4.540401190476186
3.7,4.026834384920632
3.9,3.787360119047622
3.35,8.834790235196504
9.0,8.316538888888905
11.2,9.095660348582527
10.2,9.399640188743916
8.91,10.629131911845587
3.6,3.9019999999999886
3.0,4.191167499999994
3.7,2.2359011904761865
4.85,4.232414024170275
4.8,3.1518624999999987
9.8,9.013547744189527
11.1,7.0903900793650765
11.5,6.291563343513732
8.75,4.03801877263818
3.91,3.343199999999996
4.0,8.45493660714285
5.6,9.006148829030069
3.2,3.329272023809525
15.1,9.848318320555437
3.65,3.5446896567892865
11.6,5.854424891774893
11.5,10.144361671535808
7.95,9.102713013375512
8.4,8.73873779610102
4.2,6.417949404761904
3.0,4.804325701324876
3.9,3.5894028499278505
4.2,4.013165476190476
10.8,6.743432353549228
8.5,9.006148829030069
10.7,10.144361671535808
3.6,3.8363666666666676
10.9,9.478660854193421
11.7,10.072778393304858
8.5,9.235187301587285
6.446383749,6.446383749000005
9.09,9.95797942460317
11.9,9.478660854193421
8.9,8.76523356631409
7.3,9.38168769126591
4.35,4.557910426440389
4.6,8.221003908660782
3.9,2.4840416666666654
8.3,2.9670000000000063
3.8,3.903532738095237
4.0,4.009261688384713
6.8,7.869766666666656
3.4,9.38168769126591
4.1,4.557910426440389
6.05,3.567799999999999
3.4,9.06875956890331
4.8,4.558499999999997
9.3,5.906649999999997
3.9,4.061929999999997
4.01,4.700487795537794
3.2,4.122360714285714
3.1,3.0561431499056506
10.6,7.341716666666647
9.2,9.013547744189527
10.75,9.006148829030069
13.85,8.933600262562788
8.17,9.14852270741439
12.6,11.461281150793633
18.3,10.629131911845587
8.3,6.291563343513732
11.9,9.810803337909961
3.3,3.643766666666664
4.3,3.02805
2.3,4.784204563492063
6.446383749,7.26536650545125
11.55,5.8172458333333195
3.47,3.631509523809524
3.3,2.421274999999996
4.1,4.996429166666665
3.3,4.324178571428573
9.58,3.475133333333332
12.4,10.144361671535808
8.5,8.817207536341904
9.8,10.072778393304858
9.8,9.528891666666647
6.446383749,6.446383749000005
8.85,7.203741755584246
3.3,4.196874999999988
11.7,10.315921358872313
8.4,9.006148829030069
10.8,7.77383908272285
3.65,4.306640224358969
8.56,8.73873779610102
3.75,3.628858125901874
3.8,3.628858125901874
2.6,8.221003908660782
11.9,3.9169745039682518
4.25,3.922187603368853
9.6,8.933600262562788
3.8,3.7669999999999924
4.15,4.148233749999993
9.7,9.399640188743916
11.53,8.090500000000011
8.24,5.854424891774893
10.5,5.207501515151517
7.3,9.399640188743916
15.1,13.171195833333336
3.7,12.33075
11.3,8.933600262562788
4.3,4.211738050872604
8.8,7.941763347255814
21.0,9.848318320555437
4.1,6.036183333333316
9.2,8.73873779610102
3.55,8.54110085317461
9.4,5.540532142857147
10.4,9.492867135642136
4.45,7.913433333333358
10.2,8.933600262562788
3.5,2.2370166666666624
8.3,3.616915813214563
3.0,3.692999999999994
7.3,8.933600262562788
1.95,8.272891666666666
11.3,9.38168769126591
18.4,9.006148829030069
3.2,4.46364444444445
1.2,6.291563343513732
3.6,2.1309214285714235
3.8,3.7687166666666747
11.6,9.478660854193421
8.4,7.581773010016946
8.3,5.638638952020203
3.55,4.015993314712247
10.8,10.891660598109754
11.84,7.336208333333328
3.4,2.9248366666666676
4.2,2.9105182539682524
2.0,7.954500000000012
3.2,3.940779761904764
0.5,8.933600262562788
11.6,9.38168769126591
3.6,3.0637083333333304
3.4,6.945540476190472
3.45,3.922187603368853
1.95,3.6367999999999996
9.0,9.006148829030069
4.7,3.5446896567892865
10.8,8.770869800338556
8.6,9.14852270741439
3.8,5.301664742063492
8.9,7.438618929743716
11.3,9.711361366193504
3.7,3.7007583333333365
2.3,4.148233749999993
11.6,9.478660854193421
9.6,9.399640188743916
9.3,9.006148829030069
4.6,3.6933625
3.7,9.091127777777801
3.7,4.604674999999987
3.5,4.12993363095238
3.9,5.767875000000004
10.8,10.133588364261739
3.6,10.885083730158733
3.31,3.7982802380952405
10.1,10.133588364261739
4.9,4.164404761904767
6.446383749,6.446383749000005
10.0,9.38168769126591
9.4,10.315921358872313
10.4,8.933600262562788
3.55,4.855373159212005
8.7,9.332359990810941
11.1,9.794517570805413
10.8,9.216362992701743
4.3,3.93705476190476
10.5,9.38168769126591
3.9,3.5307000000000026
9.5,8.233443982671824
10.8,9.416052878841318
3.9,3.6960000000000086
3.9,3.51815833333334
10.23,4.17043333333334
3.2,3.0932166666666667
6.0,10.133588364261739
9.1,9.38168769126591
9.1,8.933600262562788
10.7,9.38168769126591
3.2,3.6089499999999983
9.2,7.419919465212078
4.0,4.160232738095249
7.9,10.144361671535808
3.4,4.914069027777788
10.4,10.315921358872313
3.8,3.7135862301587292
4.3,5.342787692307684
8.56,9.013547744189527
8.5,9.188958333333346
10.9,8.770869800338556
2.0,10.144361671535808
11.6,8.834790235196504
8.34,4.255425952380955
9.1,9.38168769126591
11.8,9.38168769126591
2.3,3.451866666666669
3.88,3.415563425925921
6.6,3.5832500000000063
9.0,9.313136667291047
11.9,9.38168769126591
11.77,8.514233868215118
8.45,9.711361366193504
9.1,9.38168769126591
3.8,2.9918333333333345
9.4,3.722775000000005
8.5,10.072778393304858
9.1,6.291563343513732
14.4,12.829149999999988
3.2,4.439849999999994
4.8,4.4720499999999905
6.446383749,6.446383749000005
10.6,10.133588364261739
8.45,8.817207536341904
8.78,8.283568392857138
4.7,4.191778192640684
4.5,4.5314000000000085
10.4,9.332359990810941
3.3,3.3839761904761927
9.1,9.478660854193421
3.4,2.605111904761904
4.8,4.1023892246642255
8.4,8.933600262562788
0.2,9.006148829030069
3.7,7.564773484848466
8.65,6.291563343513732
2.05,5.6760094913419925
3.7,3.0751766666666676
10.4,9.899102650751109
7.3,10.144361671535808
8.8,8.528607067279344
3.8,5.033869642857143
4.6,4.579965731143857
3.5,2.9918333333333345
8.5,10.891660598109754
4.0,3.5706095238095257
4.6,10.622294047619018
10.9,8.962883333333314
8.55,6.4694340290265275
10.25,4.923447952047954
9.2,9.416052878841318
3.3,2.513716666666669
10.75,13.356346428571443
10.6,8.933600262562788
10.2,9.38168769126591
3.6,4.774227976190469
12.7,9.332359990810941
10.35,3.6290841353091343
4.3,6.671694166666668
4.1,4.793488095238099
10.7,9.332359990810941
4.7,4.579965731143857
9.15,8.70520150908416
3.5,3.821533333333326
4.6,4.700487795537794
3.3,4.557910426440389
10.65,9.913577663655792
3.1,8.933600262562788
5.5,6.399699999999985
3.4,4.923447952047954
9.15,8.397549309718059
4.15,8.76523356631409
4.07,3.289512409118659
9.65,7.419919465212078
3.0,3.4868279761904764
4.3,3.4216540895683227
3.0,3.6916821428571414
4.1,3.6152448412698446
8.9,7.941763347255814
11.05,4.255425952380955
3.6,3.724591666666667
8.4,6.759735187590183
4.4,3.888455357142866
4.7,4.026834384920632
9.2,9.38168769126591
11.3,7.941763347255814
3.9,2.7763791666666666
3.29,6.790523809523814
4.25,3.7982802380952405
11.9,9.74993511904762
9.2,4.572000000000005
4.43,9.172908571428565
4.4,3.316463837490007
7.5,3.8406575396825375
10.8,9.313842857142859
10.4,10.133588364261739
3.7,5.5959208333333335
8.5,6.434087499999996
4.25,4.295274166666664
9.3,9.64147091630592
4.2,3.031080375180374
8.75,7.848187740592744
1.5,8.933600262562788
2.6,3.890499999999999
3.8,3.3698940476190504
3.5,3.8689541666666627
4.6,3.2214383333333334
9.35,8.834790235196504
4.35,4.311387500000005
3.6,3.458882976190475
0.8,2.7763791666666666
9.8,7.941763347255814
11.45,9.38168769126591
3.2,3.343199999999996
9.8,7.808766666666674
11.1,9.38168769126591
9.95,10.672002380952383
3.7,3.9181493589743686
8.75,8.661283147408147
3.1,3.210296428571431
2.1,6.291563343513732
4.6,2.8659999999999983
4.9,3.799920833333326
1.48,3.318424999999998
3.6,3.03724821428572
3.4,4.274644047619049
11.8,9.332359990810941
3.2,2.734999999999996
3.33,3.6290841353091343
3.85,9.013547744189527
17.8,10.072778393304858
11.1,10.072778393304858
11.7,9.38168769126591
4.5,3.927564880952374
9.1,8.933600262562788
12.25,8.986561482267737
4.3,2.7462500000000047
11.4,10.315921358872313
4.3,3.643766666666664
3.5,4.5794999999999915
4.8,3.8206874542124525
1.6,6.291563343513732
4.7,9.38168769126591
4.0,4.047202182539682
9.6,7.941763347255814
8.35,12.321
4.05,9.102713013375512
3.6,3.2334500000000035
3.5,3.4240750000000073
3.8,4.989328095238096
3.6,3.031080375180374
9.1,3.605990476190477
4.7,3.3507142857142918
10.6,9.399640188743916
10.3,10.144361671535808
3.3,5.6760094913419925
3.75,6.346000000000011
8.8,6.726049999999994
3.7,3.433741666666669
8.2,10.327339290831334
10.6,9.399640188743916
9.3,10.144361671535808
3.9,9.06875956890331
4.1,3.5596785714285653
10.6,9.38168769126591
10.1,7.032049999999993
7.66,9.65825000000001
3.6,3.6196988095238067
4.8,4.451046626872376
3.2,3.5133499999999924
3.75,3.552950000000001
3.5,3.2269865079365148
9.1,8.092616666666682
7.2,9.935974137068875
4.1,5.125525984185233
11.8,9.006148829030069
3.6,4.007699999999999
3.2,3.628858125901874
9.7,7.606115079365072
10.7,9.38168769126591
1.31,3.772446428571426
3.4,3.8095554806304786
3.3,4.131799999999991
6.446383749,6.446383749000005
11.9,10.345911750730842
3.8,3.9693789682539697
11.5,9.794517570805413
4.78,7.097571666666681
3.6,3.886166666666666
1.2,5.87266666666668
10.3,9.332359990810941
4.16,4.48927619047619
8.8,8.933600262562788
1.9,4.119049960317461
3.45,3.5249700000000015
3.1,9.006148829030069
9.4,8.933600262562788
9.9,9.810803337909961
3.8,4.780514765512266
1.1,2.752383333333334
9.8,8.817207536341904
6.446383749,6.446383749000005
9.0,5.297074404761896
9.1,9.399640188743916
11.0,9.248608333333308
9.1,8.834790235196504
8.2,7.941763347255814
3.3,5.134349999999995
3.6,5.635728214285711
3.2,3.8766666666666687
9.4,8.933600262562788
8.2,9.123816666666675
7.3,9.794517570805413
8.6,8.091783333333321
3.3,5.125255443167945
4.35,7.31848541666666
10.35,7.438618929743716
4.6,4.4546618912949745
10.6,8.397549309718059
3.2,3.9735000000000076
11.2,9.810803337909961
9.1,10.891660598109754
3.3,3.604266666666661
9.6,6.291563343513732
12.0,9.38168769126591
3.8,2.331999999999994
3.7,7.2646833333333385
9.8,7.941763347255814
6.446383749,6.446383749000005
3.3,3.291296428571432
10.1,8.684461481573978
4.05,4.1899066119991115
2.0,8.933600262562788
10.7,4.357316666666663
6.5,9.006148829030069
3.95,4.211738050872604
0.5,8.233443982671824
3.6,9.38168769126591
4.1,3.115209523809527
2.0,6.085749999999997
3.5,5.433909325396827
1.6,8.933600262562788
3.4,4.30465000000001
3.9,3.4534024999999975
10.5,9.399640188743916
8.15,8.911761858628989
4.95,3.6290841353091343
3.3,3.768467893217892
6.05,8.834790235196504
5.4,9.013547744189527
8.7,9.913577663655792
8.9,6.440199404761904
9.3,8.381651071428562
8.3,9.38168769126591
3.6,4.756445381701632
10.8,9.006148829030069
3.9,4.079726935985476
9.5,8.834790235196504
3.6,8.285105158730161
4.6,4.0603662698412695
11.5,9.794517570805413
9.9,13.50149999999997
9.52,9.899102650751109
